,name,id,January,February,March,April,May,June,July,August,September,October,Novemeber,December,Signed_Up
10,Robin Dean,381770,8.75910378411903,10.86922417054539,13.780680002977597,13.68636809854081,11.582570325037299,13.364020602595529,10.27015631511841,14.148591271490602,9.188503412499157,12.063467607342337,12.724412177135866,16.803279239288983,1
11,Monica Martin,264230,9.334488852719558,12.721960398680467,17.45196810016099,11.102100156715498,10.124063104618672,5.31381023377293,11.062008894064242,14.563601336052592,10.939225724220021,11.128666090155269,12.273216849674421,12.384014063093291,1
12,Scott Wagner,333606,52.262975546880874,56.328536909837766,53.926712784376235,46.48046352440549,31.831811776538284,45.278431807324196,57.53628013524542,54.0840053842598,43.50110652740032,46.33391488611579,47.73285913333774,53.525849907261055,1
13,Tony Becker,255407,32.65849432222543,32.31093690494439,28.923333909664905,43.450350208717815,23.986209468314847,31.317761734181083,23.116020306019085,30.490488752193777,32.26254155388336,23.28791063991947,35.838459787402286,32.36705060113757,1
14,Michael Poole,456014,9.597851734497457,11.23672733789363,10.055481648153782,10.600034433693372,14.689069417982159,9.722779551621356,11.661275682832512,14.905941800714249,15.115091792924023,13.129640164433752,8.673166705518558,16.571143008200536,1
15,Charles Adams,269989,43.1048437751874,39.71441743266367,42.75987678592656,45.96851397667011,46.13826938424723,48.32564515155334,43.41282941057765,46.03690335586824,54.48992056570499,40.8566917291584,52.320100777222805,36.963677887770764,1
16,Julie Aguilar,406637,14.183472561296059,8.824026226509222,7.709087129898004,10.74698442494767,10.6944270734149,11.090978248407449,12.173154129599588,14.720231763148146,10.397781138142827,13.616923954820491,10.614554260671838,11.30056764098989,1
17,Eddie Contreras,217221,10.437460165046875,13.416100808751084,13.665363078329417,8.980643167194955,14.321139281900322,11.883792082174987,7.521865713342044,13.96035642350994,13.635312275490552,8.499378637497722,13.978513207794629,10.979336503851787,0
18,Lisa Steele,218414,13.068147293989416,41.02470793539883,32.965379833437105,27.453166158975677,29.688396287117868,21.10929784537922,25.41119775008503,12.867349037606184,19.123286481865332,23.695096793758434,26.897212220311474,34.87542881136277,1
19,Robert Stanley,279899,21.276786374590262,25.08629651008411,22.470178557744944,26.471744722510145,13.82716563520721,39.94263656557915,25.2589704187545,25.675359722084178,29.383829759834814,40.342251582234375,32.927526768583526,34.060793465418854,1
20,Marissa Lopez,466008,12.934190133673308,13.65221871412595,16.42720775200095,14.543918831276901,5.589875372830614,12.86899347001956,10.765969544664191,15.184325118298828,13.672730338668055,10.363747668392879,13.509010125529375,12.329426474443178,1
21,Erik James,211900,15.872664528416195,9.918876351162885,10.87662123370642,8.552729225393712,7.904819323615177,13.018444914212878,9.536838631096185,10.53773800689134,11.124892343725216,14.572152957024175,13.84161372977653,13.855842839785387,1
22,Kevin Adams,437706,58.09966103782255,56.56013163305181,45.32419381590402,52.750164949038115,49.002567019336446,45.93248313732988,51.9730290102948,41.453166124146904,53.22772153058501,61.97003026899992,52.017140078366175,50.2871346280382,1
23,Rebecca Mcgee,359228,13.134328563056053,7.424608840622968,10.477294030283865,13.865544815259181,11.738033660352643,12.849252930312561,7.214447494561105,11.419336452088364,16.247102699963413,11.239829393899637,19.45235916233272,15.319436387550406,1
24,Ryan Murray,299821,40.213665324239585,48.20096612664959,48.89574060124107,39.18889500704721,36.76085676940187,36.96965669372052,44.56405832617219,41.75523299391568,39.43742030761447,55.353805790797125,47.808734152639325,40.882348920223826,1
25,Rachel Castaneda,214061,32.067697247383094,39.21091184009466,31.62778312115656,33.680269901586804,44.08999164156281,41.76266293616997,34.820663492634544,35.115050050791126,38.20041521563347,31.23838920934344,27.337694847062277,30.198637981077713,1
26,Travis Simon,464016,13.25402742633122,12.106072467485355,11.040883734981826,10.59077438359402,10.075692475169943,16.232436558531138,17.730386540018596,15.339583764495833,15.347265323049351,15.018566620876697,9.718448648964287,9.550679557273934,1
27,Autumn Henderson,219301,32.81754726770563,43.8431029647708,38.319952301347016,30.284725697117562,42.124376646236705,30.398243470935288,41.0514607292901,37.08437670645531,28.980758778004017,34.60810908730661,44.331073325736405,28.3173015761946,1
28,William Gutierrez,221576,30.238789303809533,45.610549647233725,29.925815028190893,30.954690663614322,29.897361142774486,51.61908910218378,31.9122421747364,38.50019940849868,30.513354797788026,31.12996783224206,41.69556903213603,21.007488264358386,1
29,Barbara Cooper,408490,26.48488023347768,28.1838466798138,30.725658970937854,40.909170702023175,31.51598226600049,34.06326821096164,29.724664354216905,19.96807213932677,25.577029729212526,37.877235791565994,15.911094937854914,36.352632858285276,1
30,Jacob Johnston,332231,14.011761937497191,15.967155299953111,10.919207605711241,8.277413744493217,9.172083728379691,20.723723222857572,4.141103858585426,5.648902766748997,12.075061652392925,12.513254572635688,15.562383700167626,11.641918545412402,1
31,Kathy Barnes,469972,61.903430194115586,52.664940123138884,51.5820599639749,60.27143938200323,56.03027173977184,61.47281020995497,52.843120332993855,62.156483084809466,52.033477561984974,66.48485501896215,65.00259337956174,63.07435073199887,1
32,Marie Powell,385544,61.33844634615117,54.26358611402769,52.17331084166957,42.810058842553914,50.490629262119306,48.73020982531372,53.174377988219284,47.697280908913775,61.10853583463496,54.578853766696554,56.5650466363358,51.057485680799346,1
33,Timothy Beasley,258364,67.1199546836888,55.64286672269106,46.420561590070605,38.728704779194906,55.50519924695586,43.3978436419694,44.73049558906959,41.75137404891237,53.491585825013914,45.569373091177624,36.76195460517183,49.236606930859246,1
34,Mariah Martinez,461634,51.54738356421915,55.91618839157964,66.30027187486596,57.44983064544572,57.527550803930076,58.441234621219685,56.86083606211152,52.441643100206065,67.38230566479331,66.31808901940767,63.145247053128685,61.65498818066795,1
35,Janet Sullivan,382274,51.931715183978426,50.40880782056095,55.45665388711177,58.21295437180721,55.8916942647148,44.57757426893448,44.099457439292316,59.61161061731564,55.20929836987943,45.822115885238766,61.18425637769889,46.86308890415504,1
36,Michelle Lewis,256877,38.34985139877427,69.9239868778787,56.51015252093857,41.592772916971526,47.72320100001491,36.45236511365793,50.25124614736761,39.94739292882087,50.80287333538154,37.44899202320899,53.892505636918344,48.08573737600721,1
37,Raymond Smith,227677,48.59246926006461,33.640813727693114,39.94740989973886,45.65626999805258,45.46456445222487,33.01225856324315,50.50699016869377,39.80457173106451,35.13587076372003,44.28395924075427,43.86181062692703,45.130544166738325,1
38,James Schwartz,292780,13.063152316447791,11.28380400083338,11.081292028731955,9.449436828494107,12.290871161829942,8.771934540619302,13.589302872012869,10.615441942691513,11.103464233645722,11.958465053256853,9.402810440689223,9.063340880385656,1
39,Paul Vaughan,436857,13.57661556364678,6.378682954285784,15.399016989006618,9.052847294014606,13.753919353929192,12.95639039760843,9.180533204477136,4.774073494644089,12.795330353757066,10.652080492517182,8.485290530796409,6.998705816468983,1
40,Kyle Drake,249004,12.123174051425543,11.723127827794512,14.721698806027339,13.44583400922316,7.568916319069979,11.231507640955867,9.473872861715925,10.764653444010582,10.86324303921116,10.900791510130697,5.188594128453454,7.537760000586411,1
41,Patrick Jones,443598,44.731020717697874,27.72634296633307,49.90328328871985,33.879509132446096,54.55262967696105,33.84257920961606,30.265645310200078,38.14851820629815,43.84374506698765,31.705107243380354,45.54646600891307,34.81443332712783,1
42,Susan Adams,335521,39.42444155503778,33.32972421348762,36.628405276473686,48.19520750347214,27.269735080763628,39.87643703141774,35.396594394737214,37.2277817573375,46.917435249158736,46.122032164027715,45.04632289178243,40.82473612147635,1
43,Chase Coleman,465544,33.19306496919248,36.46345098586873,31.589299269180707,43.665545061895735,52.21002114413547,36.835568143786034,25.368823845561344,32.65702021426611,46.61691410276221,36.795185340162405,38.565039062436625,34.067724439701216,1
44,Helen Austin,382964,41.59467237001669,44.33947378664048,34.329699635879166,47.69864853730541,40.87113747010092,51.602178265570416,56.432197113122434,40.99131951085979,39.27961901886737,47.46960097875186,40.60583331968536,37.877132903868855,1
45,Angela Riley,303832,41.387721089172274,55.818480107576946,38.26661451413022,47.88386504771509,47.45536075862799,39.45672135495399,51.570575426795045,52.643805888475036,34.69073442486075,39.66209142019918,55.14018258955106,41.47635368482854,1
46,Robert Howard,443839,28.574889153506245,33.44980212280208,24.44265019990696,30.651767318114054,38.567578789217244,30.239449556718203,34.10025171438269,28.29943485722687,31.27942644198838,36.90899363394409,42.01049015611008,33.12019577598185,1
47,Amy Lucas,336471,39.18737973882149,48.70089923302483,43.89970568161607,43.066511851300724,39.40638237483574,35.33234651707023,48.90896382897023,48.81405643060211,51.64797197565548,44.020729289721416,38.1877220009863,42.94088079441563,1
48,Elijah Clark,313411,49.72951678512575,48.394666287265736,47.50374486314534,48.765740206841784,57.47723775535383,38.46976128129138,46.10903064243323,44.45238920773684,25.91537310484168,40.787966175427904,44.88767609377615,36.72634332819243,1
49,Susan Nielsen MD,310214,35.88215217802574,29.442034699506333,37.59037956609566,42.08750819798505,34.57815437515063,38.55402353973609,41.23446084433904,41.163041925858835,28.290525519445698,39.851866108280205,39.784799471338474,31.710969935609334,1
50,Sean George,264157,34.29607252732701,39.72640122743543,31.078417544528204,30.608650155146286,48.83248586182099,38.84010044410999,30.500721661322807,46.24863114345511,41.82716836417437,38.31564616521503,35.482335495127664,21.349764433258333,1
51,Jane Diaz,228968,45.80703561706405,51.81359542491313,47.03349174122036,53.55612952700274,61.422308619549014,50.296850732714034,56.42160925572255,61.37520329462215,51.7262440975162,57.413369065099495,46.5095492299637,54.38066140982214,1
52,Christian Bowen,268143,15.128392593562886,12.179799896146953,9.328781508424068,11.151930978408135,10.091703027634852,16.880758116627753,18.6592645501238,11.849795671827819,9.045555646339768,10.658998849814997,9.373464301877059,11.028359908622486,1
53,Miss Jessica Ho,420601,10.296313791524655,15.304933450055735,14.999170893064688,11.029695217659434,9.472012492646215,10.838277061598962,12.751813910050176,10.559012754412468,7.2085127870726,10.88894764439607,12.096016877484347,6.190814847609344,1
54,Troy Bennett,404429,30.157555887269574,32.60282350538812,24.762028289056637,39.242666476556536,32.843585728145335,33.47184488526321,41.57918191843093,34.67452081755526,51.1019550280558,23.438921629458218,33.595284548396734,36.371771547778906,1
55,Melinda Lopez,410282,44.36169971484916,47.807262134094,44.13903662190502,34.91263965836724,55.699992102279715,52.244219070607876,51.10473046468023,29.708100559769285,45.90983098542768,43.87363247989884,33.50428850557203,39.91588485639096,1
56,Thomas Jones Jr.,272163,45.346232587135525,61.108266574916286,42.212100439215476,42.48258182710861,41.76875229962462,47.30999567193632,48.0750809453527,45.83110392213435,58.58960131428564,52.946538290414445,66.58329475363458,48.19888547941575,1
57,Caleb Perez,311789,6.321990650624213,12.267451905275246,9.805133844323123,8.377524809502095,12.346520385720439,15.992217075682191,14.423526459736705,10.504802115494655,12.143337070330954,7.981864242977188,14.556841720163028,7.317633351142019,1
58,Ana Rodriguez,267547,9.306229976278338,15.385363899538524,10.316647663844261,16.762485973967944,9.986251223469868,6.814814587086888,11.200098710347078,9.186792638647473,11.109502378739537,15.436901560339239,15.582990095758337,15.33876560036288,1
59,Charles Simmons,299745,30.29586006960285,33.62803312124273,35.10700349997319,47.90824411950073,45.17157442216088,38.314067176128354,38.305043848044065,38.732941711737375,32.308819967758936,22.468173370797977,24.819438300072314,30.52337847682506,1
60,Sarah Dixon,218950,14.063273360554213,15.5088882790313,9.367173284969626,15.369139860713393,9.23563973997051,14.848774571486109,13.702398009460786,15.66712680258436,12.900823739586796,9.746701872439758,16.06145885167763,11.977993183883429,1
61,Jean Santiago,343216,9.782146368724254,7.198619537233631,7.624764282899815,12.027477627188922,13.286515030549516,13.122291861429966,9.304119991152717,10.354458262531486,11.700668671647602,12.632110011391141,12.063434940010879,18.526510598914673,1
62,Jacqueline Johnson,254018,13.194439946744145,11.398451991973534,8.99882757605253,10.439590287357051,7.1809327887426955,12.03055790896101,9.98160928299154,11.546464368132678,8.861121980790546,14.841443584375599,12.650909020051575,14.662731845779845,1
63,Kathleen Sweeney,261245,14.56233915471023,14.46985201905931,11.75093850600799,14.859267866469215,11.016205494652107,11.79961865931406,15.153442548255239,11.575223565189546,13.310281789449519,8.204220783683702,11.371697448435643,14.83742138180115,1
64,Julie Gray,397032,9.41981616437068,10.972018251666254,9.0695533012638,11.901168770056827,11.107895800459534,12.02742800203783,14.778737129524128,16.223980918213936,7.948860183950147,11.01013510618412,8.74768705529226,11.10842703467617,1
65,Vincent Smith,416462,13.479748414464488,12.510948533755714,16.47476509887579,13.611992206472841,15.105011044198235,7.56663403298341,14.959248868865261,11.889273217651242,10.76401171766851,16.868721223126343,5.424461837211236,6.242678170350901,1
66,Jennifer Hawkins,461917,10.430770539529957,9.68919995592031,9.989963556468867,12.59625431436418,10.872803722816318,16.815839204951047,11.23751508837618,10.26193065997858,11.495920476763327,11.151354225504178,16.204970947378417,13.492909765046928,1
67,Tasha Johnson,221733,28.64922326604406,45.15570801672086,38.4567898928379,45.26244460334244,39.553127134187704,32.0381986457254,42.63877136919663,43.96053333138031,38.763286421047795,50.873079919400794,39.947111249892565,40.78049462848813,1
68,Joshua Coleman,385227,8.809999856625428,7.449226657889754,13.372895354940022,9.104186002511078,10.56660577689812,12.62126285510707,13.712625227900315,9.658167633855115,10.580653814909907,12.083271376367414,12.396854423526921,9.467028927857367,1
69,Scott Dudley,359765,7.992684516208836,5.763677938559866,18.494277082364402,10.884221566668737,13.216967966197421,11.498150244908127,8.880920107046096,13.544878273821963,13.365334628915967,10.26053529126203,13.413470312689771,9.477340808772578,1
70,Elizabeth Joyce,394598,54.62623746453551,46.1766989157973,53.71762129574381,50.96328281549794,57.508513468413845,51.687369228698195,46.97899828413925,49.88647496448772,38.58296420478514,48.685855534170926,60.1504084774008,52.68591136172416,1
71,Tina Rivera,337856,32.346957145067584,40.63519699532411,38.630991306688,39.63826952178434,39.48427128812638,33.98892179345531,29.70384748994185,37.2442404194458,34.87414163286281,37.359425867565584,36.39697438800243,40.26821488746701,1
72,Monica Sims,291869,19.169313612068922,36.25149741725327,27.348836816004813,26.49386473603461,26.85549411786179,34.309307739390704,43.76020294252612,32.87949374810878,42.94743206655672,36.165695384066524,39.17405637391106,33.502313029598966,1
73,Daryl Brewer,367672,34.6174185410212,35.01384126634027,38.285717071171696,22.690226501870544,27.132494083955592,35.23867321173318,39.10287976798844,33.273906295113456,31.544377768155595,40.52717184948773,38.16672550696698,39.06927666178047,1
74,Melissa Smith,306495,11.317581570843195,10.783481056057488,13.865793977565861,13.458203388476216,11.879229016116113,11.457332553263845,9.260704729756515,14.459159628066107,9.176417077142974,11.246960304732546,12.298592630041961,15.496187276709941,1
75,Jonathon Estrada,394861,31.339721770393766,45.82361481569011,44.81645999438757,48.17685990546772,45.84752156289189,44.249256961864795,41.34707966486638,45.771464695453176,39.8333196072145,28.94855448619184,46.184199241418305,33.864417109919906,1
76,Brandon Payne,263941,12.956284918136452,7.60307626690044,8.964159414154981,11.801188026705798,9.174107931796069,8.653575339890468,14.120795375933282,10.677379312956388,13.992668505744255,5.55830548622516,17.17646982737365,7.929671715221823,1
77,Larry Jackson,358812,53.917083146970896,53.05711899751553,49.87022264667367,53.96974080907381,36.51480523097677,36.6984825300636,44.73151114107008,49.6575865233073,41.60597852719866,35.58886917070761,45.12943770122075,30.555935294025332,1
78,Nancy Melton,249303,28.653545322644952,48.502658816197545,42.39404169515148,32.81255973135865,46.07854105414418,45.45419040761763,40.06010207018531,38.74599139425331,18.827393584670336,58.108216598016625,52.10699233453152,50.34439701708639,1
79,Kelly Martin,407362,10.62589862497401,14.819018150537687,6.83913320230473,2.7407023493426017,13.26819376006846,13.41687150134308,8.707712790427271,16.617350325887024,11.797031220905657,7.18059898133988,6.036792212013669,12.592665602325525,1
80,Mariah Faulkner,405479,59.71279398082677,51.212305425859356,51.10511841067101,48.10189649431716,53.1711178424761,39.536829243828045,37.352193505892224,55.214994437974994,40.591941636662455,33.581347634946894,41.05450545672683,41.33038653563511,1
81,Logan Reyes,371084,11.47883050593416,9.665795727423365,8.152576910818476,12.906749175336977,11.596330506899925,13.67823213081242,4.503670456956128,15.028710680691301,14.108476699137029,8.479878338770607,16.114036353294953,10.815169448054723,1
82,Scott King,229655,45.50539970012376,36.77746246451555,46.909484261524526,44.4033451601246,47.69393266564019,39.1011115815171,37.303394644482296,40.98143051410471,42.241147902679465,47.12800620706065,56.24017735642799,46.982692643282334,1
83,Michael Mcconnell,435683,11.270181105894546,13.180005027040131,13.88531490809466,5.62045708028951,13.488660960039336,14.402968184284179,13.134578595774887,10.36685655595564,11.148645261310335,12.424128980400605,13.331956766168533,16.274057517826705,1
84,Krista Johnson,248886,11.899346375719714,9.801989636827441,8.67904986649226,11.324636010602156,12.690474395412789,9.515412620410096,8.072305802017643,9.257454622276052,12.821093238154203,10.713117958289327,16.36468616527914,11.90180038380641,1
85,Michelle Diaz DDS,267945,48.51731332371676,56.38895092036099,54.48759814180132,53.69711080597904,45.88257236112608,61.34599534403677,55.248610852543194,57.73213555179412,44.3827899378849,51.17351424094822,52.861976207606844,60.07083795394998,1
86,Katrina Cruz,434896,7.592226713490468,10.376233855016494,14.121523111093941,10.187283171278867,9.59149217124897,13.638519294020767,9.817138892705854,17.202991592805937,12.124128402950445,8.238029388704062,15.06342329961667,7.891760641269995,1
87,Kristy Higgins,335194,37.483030411794964,39.63749849049064,34.53611023655426,37.78439362864062,33.71170739826612,25.43761465661055,38.91688324971197,32.03223694443457,42.64379560664266,32.20319113257519,49.39875705232326,39.292183630024866,1
88,Sally Nguyen,261816,37.982830973395274,51.967798348429,54.30761182511171,30.96121954746979,38.82399130886848,48.85688275112614,47.030185083181934,37.71257121617376,49.72197475062129,41.16807985067085,49.389249332970095,35.470773926353054,1
89,Diane Walsh,349394,47.31978802845096,58.18218526668251,43.00400255120412,47.610906692503946,57.50052943324258,41.039533278221185,38.07572167433205,48.42633149579199,61.02801360424992,40.1540969878676,52.427024578925085,35.99783150415224,1
90,Mary Sherman,431404,9.716040054232883,16.230684503526977,9.293706677548231,11.40883965310125,12.674026521877677,14.294570589542408,15.517197987468418,9.245018635156054,15.158151044581203,5.384574732108073,16.000403766466437,7.876142825022273,1
91,Charles Anderson,329727,13.335553543849828,7.792025198452539,13.916907402005005,8.497857003572065,13.725491794071566,11.897805424763634,9.616727544751223,17.050043045916745,10.33831817566737,10.518746792445988,9.225814610938002,12.045229238328591,1
92,Jennifer Owen,252777,45.48095661037762,33.170064047120206,34.21336122111483,19.691204304650707,31.182773777163888,34.249978978003845,38.4492128973829,35.954339220152356,39.09681595726087,32.027144986674145,36.63069828862372,20.662114183884682,1
93,Leslie Thomas,294754,38.79143067331391,39.840588819530105,22.449121989000076,57.86588220571051,36.13285589901891,33.254283951251864,26.922724579781708,35.303028706211215,52.325106239415035,37.58566514356746,42.693675623934965,25.013731894043467,0
94,Kelly Crawford,246795,39.498580892822055,33.768687600314806,19.30165628162674,34.07241472524156,25.850145210593478,31.37894962903297,40.31612384254311,47.17062959556847,29.679237182301925,42.37890906198523,33.63761521294066,26.46738426560158,1
95,Christopher Clark,335309,33.076775243004356,48.342013999649026,38.10458517303894,39.94741874081744,40.24478410078071,42.062278654431914,48.71326609657278,56.068638363696074,41.49111583112619,37.10294239428336,46.90127745552413,44.396912220284825,1
96,Jeremy Thomas,224193,9.580842066564399,10.892487246445397,11.881430949155774,12.977078126492131,8.796869718171575,13.76240803659504,12.88552268048239,8.563063407519465,10.71773964597858,12.83100702309622,11.892703437978957,9.694744542861784,1
97,Meagan Chambers,332827,46.69639199898293,43.49437852335512,46.144786469026904,46.81989238806077,39.952335651462555,56.01812871655925,55.18022429222422,34.23223273138689,50.64236381750643,39.04917172026203,34.30839909951582,36.31147424853788,1
98,Robin Macias,460922,19.805220058375845,17.972930325397414,28.18433717593843,41.43752014656451,20.87515299718662,24.106801737526943,30.528395249993178,23.29451425178049,33.89960321540266,19.17366845576963,24.54526978890904,14.835556615340293,1
99,Steven Weiss,295460,23.216985980859647,31.548181118414234,28.77330759627779,41.25158649932369,50.787195757074144,31.254462906192895,32.69552649988951,23.98470409156385,32.945920518473145,31.451254377343158,39.42690273216883,32.68117447079781,1
100,John Hammond,306712,45.360731456168914,36.12628725715024,39.28615418904536,41.44118352609083,46.236601931106755,33.768702569444564,36.910953472724145,26.40089303516962,36.285046156539465,19.102303522250537,27.533376105477814,26.648061857710026,0
101,Mr. James Baxter,265021,19.269092828970535,7.739032422304888,11.609785886942237,10.25024417575769,7.524880044710925,13.762921710360768,13.920630155212383,9.73163217494503,13.18181407175734,10.162490270331066,13.153967582019702,10.213956821801943,1
102,Megan Scott,453662,51.281970654062505,55.94515384646032,48.27698702005762,56.366592013193994,45.535155526692,62.80941519777833,59.33020467788869,52.223285720589395,49.258338199311495,44.00028437919194,54.89695788378974,45.030137526637404,1
103,Tony Weiss,413854,46.307872318500216,36.34785260299151,37.693175025521114,36.62285222990786,48.75673103713726,35.89065510302561,30.76823782121378,52.56367693707923,38.48951674815526,31.87114345153667,50.16027717422468,34.56602352733435,1
104,Luke Haynes,252385,10.610318699431813,14.788247195409491,8.51331203756952,13.469016408303709,8.381581316281196,15.120320436764393,13.008112304233382,9.345639136287367,13.236549975806318,9.393625473205871,8.184510573597507,13.49388654382944,1
105,Lindsey Martinez,461970,19.865177801862814,27.763218674365014,31.721964549208867,22.6791781127909,27.45081075619709,28.04477070642138,28.51339610290774,26.314477163851965,22.560188572843728,24.536225502429552,44.42936109055736,28.630076762135833,1
106,Bonnie Alexander,444509,61.64059225268536,45.53265741911986,60.729133122742276,62.42442517197233,46.04449093847112,49.807220636506734,49.718509386637905,55.004902218980995,60.87852490262569,54.41318415707414,60.14018445201593,67.9078617442214,1
107,Melody Simmons,254822,25.324675441872294,22.841965033701086,38.111011161739796,39.585366388874974,18.449781384637884,28.725530967241802,26.04000075870252,22.91705903586982,32.151281852445344,32.57418037110593,26.724596780197363,31.873065958445594,1
108,Charlene Collins,352127,52.55356649359356,48.88709497030532,46.62759813334448,49.02819188507591,51.667921145863026,43.649712669915566,44.661152103588975,54.65598581949836,49.6532539099138,50.48577866019299,50.724588236588836,49.37326437913235,0
109,Edward Rodriguez,364763,12.028940908485048,10.94643592476299,9.967524073861853,10.327343433298529,13.806385755177175,9.261142254165168,14.93319732783222,13.603449698489307,11.452023347412151,13.793100039674108,10.393668311106113,15.653828735444353,1
110,Brian King,217240,11.022896195880259,10.380225407620795,13.618398139774968,9.581625343336116,4.813615976017349,13.701561501184504,10.2993290658166,13.478562989661313,8.140104967011073,11.186856125785058,11.057101977110793,16.016008903055997,1
111,Charles Hicks,351776,55.6744925621256,43.3419900110688,52.01934683891645,55.24093702855312,49.35996627772508,57.17055865126695,41.436087510971205,45.927203259167456,48.97413781511251,49.220276691202045,55.732305790825016,40.41977097835359,1
112,Shannon Cooper,443322,8.002326358798147,14.019295719521015,10.845309520425886,11.078084620523615,12.169171916224512,9.561017466974807,15.803172667034087,8.932995099262133,8.354328446849316,14.76794778442534,5.148286988382552,10.673929108862621,1
113,Joseph Davis,327078,9.391365366326388,11.578865769778291,9.025038914394038,8.302468055617531,18.57529791445859,10.019580443780736,11.607394381380963,15.367604872784566,7.1492317823165,6.530023627488008,10.886537773250131,15.58422670236787,1
114,Amber Daniels,293541,40.0250398610327,41.45656161236236,31.06585127529162,33.49384287394291,43.51237063414987,49.88034865249443,31.356091258166018,35.36898891983722,46.82484682464261,52.75401960223623,39.60806612852609,38.37533192302587,1
115,Steven Castillo,213817,50.46161328941916,73.47709446343352,61.934621497283025,46.551958017486186,48.957861837283154,56.36795172198774,64.39540979926157,54.17550519600381,53.518238636945505,75.57016897184889,57.371590993918026,47.570363476811785,1
116,Philip Mullins,279329,12.205411213864863,10.956480098329125,10.74532710261707,11.844710518153505,11.919372201373683,12.953290594361075,14.185509181210389,13.634385745098266,10.966633532295846,18.369132064680073,18.977080914165498,13.73353737607953,1
117,Austin Smith,271829,10.952800814663338,12.262423588358644,8.986882273585401,6.403005804615446,10.457149719458865,14.78995953796658,9.313850600461192,12.95364457763652,6.882357038475181,14.658263598891775,8.163888429041018,10.751277628665793,1
118,Carol Stevens,257867,13.090795280090997,13.98926939804352,8.566401008701396,6.142618342990958,13.726254162900467,17.087560237871543,8.892884568285819,11.73319327998343,16.035535028609907,11.460835019666488,11.199234806804583,11.883554906282697,1
119,Natalie Watson,259435,55.58567323195058,47.11563354363011,54.34047669370783,59.676239712924605,57.60742163907162,44.068716404641975,43.832604979731656,48.83775094737742,57.54617702812599,55.960681402734764,44.29026444559584,50.527639568777666,1
120,Dylan Jones,321140,10.676134807596071,11.719562991583329,11.779273088988896,15.797290754418674,10.748343150386425,10.193055961210133,13.878027952404567,13.92448557980887,9.39007799631945,15.406915376199295,9.184939660366977,9.1565596245886,1
121,David Gonzalez,221056,8.906405660029975,13.581771188998072,10.430851119391198,12.493029866201837,10.961121609834317,8.648246216962693,18.905851055174043,6.44379325896312,7.742723760063033,12.19845990099596,12.782519609741888,5.3717263264640716,1
122,Cole Schroeder,254208,33.83189751216104,35.668859803857316,26.406499702999426,39.889285036642995,27.983880736412516,29.650924665363824,32.72725528446573,41.37740632440589,28.517857084412697,48.286372638974186,53.360970858253914,46.81153672842993,1
123,Denise Wiggins,348697,9.607629941241015,8.35518393107769,7.482874454493665,9.620425405533474,15.948667892599133,6.260502565811863,9.05326686707943,15.748656661825745,6.103178786880693,14.478426754909659,9.779744855081201,10.253772750328498,1
124,Maria Hansen,227957,8.996535999758338,19.54351432936738,15.42773316874881,11.697692614034858,11.69301536005206,14.208639115514814,9.671227740284,16.933788657010073,14.110371500716427,13.590204407531232,14.543416395243145,9.923364587453086,1
