,name,id,January,February,March,April,May,June,July,August,September,October,Novemeber,December,Signed_Up
29,Barbara Cooper,408490,452.69941577298385,540.1475110747452,160.2026244378275,269.6700592573372,315.8903281954893,325.1340307187416,481.82566882743754,131.5121407647267,469.8760688474078,94.88007203270826,234.74440324013992,433.3468821081008,1
30,Jacob Johnston,332231,272.34639147257536,307.88200345672254,40.50744345924368,95.8236673249041,160.901097056421,218.89499025552445,219.17088415329636,43.19449988864531,213.0392086852461,124.51361402795735,161.23073646617974,251.34046757815756,1
31,Kathy Barnes,469972,618.2370234238623,728.8748850084813,342.8181213488149,532.3772996675922,569.2929846261643,552.9571645047524,702.0025627934541,391.7308340519597,541.9855327860788,348.98319698886985,493.4025232330199,689.2847964885628,1
32,Marie Powell,385544,641.1564988215974,671.9356555493813,165.1596293422452,398.8815243389533,546.6929492142048,490.9561617666592,642.951480994634,285.92245726871454,468.4499424914143,339.3778349125009,465.1898285425964,510.2293559079265,1
33,Timothy Beasley,258364,643.0187515871764,678.83154942108,289.09910431272846,339.8407728301493,496.0324697730219,546.4441158912784,519.2459022286131,246.401777237306,511.261295798077,335.18602930020063,440.5604841455909,664.3904872322911,1
34,Mariah Martinez,461634,753.5923789222641,704.0233339590029,279.75213129781775,587.3638567945678,563.373616007894,704.6258879564253,671.4519175004568,301.58368960267626,687.9961331356952,455.3992004847909,636.0318234994326,635.1037534758393,1
35,Janet Sullivan,382274,524.7502181097665,671.3985417903923,320.9301077718615,569.750434032034,455.7805473101909,577.8171950326015,535.9369503778759,387.4482487740589,631.3386038247336,183.33324028157801,293.70290729678135,620.0328180465484,1
36,Michelle Lewis,256877,613.9359560655035,497.53788266491597,386.24138310217626,335.5198672321883,509.9083879949659,355.0765443747167,590.3883113583347,289.5632191163062,454.2510374611293,345.82766383940674,400.3692155542596,645.6309694696129,1
37,Raymond Smith,227677,748.5849178734203,585.7445890198752,376.396482030567,336.352498193735,324.5608035537876,525.5240817222718,609.2059680917147,246.42963603571755,531.0851437814915,315.33679421771006,338.2780474328896,499.95437923343843,1
38,James Schwartz,292780,321.0100800719135,339.826805768482,45.495701408999174,121.94132569353283,146.85183231098267,189.5024350198743,262.0612401055498,76.98314622271852,184.8042717174621,95.12183922521245,134.77502945459705,275.4157993299006,1
39,Paul Vaughan,436857,297.33605481413184,317.02873054764797,24.210720318535735,175.39672075299015,164.6834733900018,181.3446512416429,209.58340324278038,57.81391577350048,210.9602760575533,79.08175084120082,117.74327278489791,236.4647506455616,1
40,Kyle Drake,249004,307.34674943893606,320.56418886324354,51.30598721250409,112.79910065465336,144.4614691552294,185.84192612406926,182.7021589259551,3.1931409064892904,233.64650690483742,57.769516611731916,150.33141429911447,235.0764340021861,1
41,Patrick Jones,443598,633.7177556113724,529.4202275195269,241.60055470509297,398.4320537700691,446.6493115096945,543.2436295047747,618.7351171628337,313.593382322222,462.5993249425599,440.77807557187,327.7235685337963,599.0123333889684,1
42,Susan Adams,335521,683.4978070507683,610.8715438522798,195.752097576021,378.68077679436607,340.9603592521083,289.04955915460846,436.1995661304461,279.7000381666523,477.22668174542747,322.2920633872072,387.2970196431175,485.11663639002694,1
43,Chase Coleman,465544,673.5665455914623,474.6924558617034,339.6400993416717,458.5129104065379,405.82733062350883,541.0089145235502,517.0057989339123,302.29809512978613,576.8025988719926,371.32218652445954,489.2479825342994,587.7246729030874,1
44,Helen Austin,382964,776.1935692623382,570.6558809219698,340.7006691979905,376.9381502513913,416.5227512567556,491.955075962924,559.7189450232129,330.60540006520716,555.7747241218896,494.56105801715705,547.5019760556056,689.9749489870986,1
45,Angela Riley,303832,612.2517614959191,545.2447315508308,177.29093392968548,330.6412989343353,336.3383389042728,526.4308175163541,464.42688622170783,223.50949721129405,555.7609272755632,214.34756975071866,310.8797709267277,508.9551576964728,1
46,Robert Howard,443839,588.0508065316224,428.37437470486304,39.100525656359906,300.64345101644756,374.4000227187308,338.7822390901463,348.48841261360184,297.4585103840815,335.12756423858673,101.81666886346001,323.3460415637358,347.4566660792014,1
47,Amy Lucas,336471,488.84071831802714,642.0015715144598,208.21599472163746,363.19690257341904,378.37336019175484,413.40462965841976,590.9726095463274,228.05360088632276,543.1698075487011,233.73876137567402,319.97550836170427,476.4556379211765,1
48,Elijah Clark,313411,609.5709713430031,687.9432542715023,338.1539914615656,362.3356162550315,500.829433695279,450.67142045437595,603.7232207689074,282.9615355749222,504.05169151408285,334.90339285591836,410.2872986300959,583.6706437761297,1
49,Susan Nielsen MD,310214,753.146370527851,672.089975749676,270.5377385417458,336.17033214018943,508.7385882261746,545.1769613206621,593.2921206717207,418.7612931619055,568.0447089125996,406.74869719406803,365.07034955602523,594.9541230926678,1
50,Sean George,264157,593.7775892435689,667.4309714642959,282.9349858374139,356.145233558836,387.3606336876506,399.1276263520475,557.4082912026953,341.9184602364596,493.1544211389602,325.0921524021278,267.89819388495664,471.6533320361783,1
51,Jane Diaz,228968,775.9400242109616,736.0776102691252,506.28314953429503,434.611576298713,647.5658507123354,546.9535667268466,693.687450277604,471.18310285465253,652.9495179558627,607.0835652301103,416.85116280986693,763.6651558238768,1
52,Christian Bowen,268143,302.86866282124726,247.070080674236,67.94812500183446,134.26012097280469,124.93279441071702,220.60071498475514,221.85795577932072,147.56614888206676,212.73244808633413,96.55625191761823,112.16537624482005,290.6652453887675,1
53,Miss Jessica Ho,420601,277.852861841874,277.2191421716637,7.595996206276887,139.3134989468199,135.56117641369468,202.82712639728916,244.76619479867045,58.0960479329475,226.79719424906202,138.32923755243615,81.23179481263442,250.15806584625938,1
54,Troy Bennett,404429,641.6816972240869,601.7553011340102,143.79830385355334,495.4677490215696,374.48262379452177,437.1550048589605,574.3750722379103,272.8953434185887,502.2868113144267,311.36504990547456,325.24649687647184,629.7251124314326,1
55,Melinda Lopez,410282,507.7797834143536,757.1993862384421,102.72416304283395,369.71175453040456,322.922564980277,390.0886845529464,554.6860635412963,327.7744814862349,508.88799974683053,201.39801045822648,261.365385046304,437.18823514903727,1
56,Thomas Jones Jr.,272163,685.93578304848,642.9842331528632,399.96078322158075,422.0680976289788,550.5338115925241,584.3972795171572,610.4949633793079,352.3698394322631,624.1312693835603,531.6440547850881,454.6618534150874,647.2363097643662,1
57,Caleb Perez,311789,324.4463772136748,272.1072625060345,72.77420319841941,125.88001030861547,189.59022014051368,204.71397515976912,214.7784429193897,93.76952930784779,189.37901174534568,77.67690422025927,112.43839506159777,254.3775190062393,1
58,Ana Rodriguez,267547,329.72401587118674,300.3359715266753,0.7624526639631952,160.3590902591096,117.5832980394011,221.93993544325298,233.24133824775274,70.93673939955407,219.67895994522354,55.22529077809895,86.71379311894648,260.36482716418107,1
59,Charles Simmons,299745,616.5466427425453,588.9663453964097,117.38246068225672,360.66634592985037,375.41371053176175,424.2967422490866,465.90423917165776,281.0353087391218,551.838325215914,184.95598735592506,346.19018702362126,512.3571341517425,1
60,Sarah Dixon,218950,291.23096998591166,273.71246715583834,48.91127281386148,167.43616759886257,147.33579981704443,188.6121560933983,198.2772717483233,78.23050289611682,222.308948584782,61.781023395817726,134.42786006443407,279.6070828248975,1
61,Jean Santiago,343216,300.88992049445073,331.50297634320526,22.027095941841218,113.98749985298602,185.4157602086589,202.71859832904823,245.92082079616284,80.86498408952183,223.85111233539604,107.85181299032858,123.29619370701923,213.71040672620546,1
62,Jacqueline Johnson,254018,378.14234749957575,247.6396142751532,8.768247290990132,116.51853994703423,209.554441752235,185.77675724708783,225.21279319110764,34.24145121686073,205.00451871597804,99.84869211577787,164.77647284091447,233.57116787323025,1
63,Kathleen Sweeney,261245,286.97940785249574,316.1082398389161,64.45825964821805,159.20453883526866,174.83627591763425,194.70079709429805,279.44804098667663,25.029889753280294,216.32034979601693,113.61879341630316,167.5823932221794,250.11115866635157,1
64,Julie Gray,397032,284.33393711692986,298.4616296124155,40.785820448889375,91.43153284574788,151.98028563518054,216.68629759044305,238.74198497212075,80.68560559822608,224.19176834015633,120.02171394667702,110.43526955718681,231.30244380408664,1
65,Vincent Smith,416462,356.76595574194283,320.6142787897501,34.39161180538279,106.68504473060412,150.0870736418637,221.38892130970063,244.04845509425826,125.54224213310624,176.3302485054128,77.65163414802906,105.56024676365669,264.18288006554627,1
66,Jennifer Hawkins,461917,280.9136549912474,278.0711078681536,39.24867003812516,162.69834757544194,134.65354357724271,143.8326599359045,235.75090522242812,107.91885975379839,167.4550875199575,65.81632596894562,128.50394792651093,264.77843703976424,1
67,Tasha Johnson,221733,616.1076405114779,665.3918099784415,337.8089953364751,317.85198809293297,522.728788805184,525.7407093150432,558.5165957612343,255.14176114088082,489.40650304400475,268.33750738396014,362.5397653897148,508.7712275759973,1
68,Joshua Coleman,385227,358.93721332055543,258.68943702598233,30.83306009550982,145.42703973256232,144.0106267435967,193.31668775417768,246.60055474225783,70.2958625195091,205.405527378498,117.32699245482672,135.93019551095037,233.31301984779918,1
69,Scott Dudley,359765,325.70585293267317,320.20124754683087,42.70678539069517,130.47148989492297,169.16755120542567,195.54120548774875,259.82454978786035,70.82680407892815,275.1986750623463,124.50281803490071,104.91934025643091,236.64232437784,1
70,Elizabeth Joyce,394598,695.4905058231545,663.3229588341375,413.89299537469543,442.67516355979933,450.43619835542756,609.4906994528066,591.6696241325558,355.8966000955666,554.4366217493293,338.0196124881114,426.1965269497636,602.7103394581482,1
71,Tina Rivera,337856,647.2944373296141,648.4247887876111,318.9793459651839,489.8294938887157,448.2194686771388,562.5664852047238,685.4362774815277,253.62246050814122,519.4299349197435,447.27470155901887,377.22445081549773,644.2642046267055,1
72,Monica Sims,291869,517.308859761166,630.0147690760367,216.32709732397367,232.3491095611597,307.1740722639521,373.6008383644723,636.2157132091091,275.45724137384656,512.2226239119824,253.29360868733107,305.0935092268465,548.5293465977361,1
73,Daryl Brewer,367672,675.182784542005,553.2589802452457,229.37159541116395,458.586108012553,437.3334784326557,552.4923561734748,623.8793125057789,302.8929572612673,604.8268037989753,456.65319038340084,495.75799603289653,618.3010408097758,1
74,Melissa Smith,306495,315.18929235451805,268.4814585977544,38.53395763005214,67.33539738760173,174.63551882328602,214.8135762972025,239.08673400573934,69.94746944457188,226.23061280037464,125.7181448240858,158.84794139019084,269.6521179503919,1
75,Jonathon Estrada,394861,769.5595647566429,712.8599237719861,306.25299181824346,652.2221848887609,558.9622014398067,625.8660307358556,672.279845941267,391.7606874347384,544.6588270233373,404.84428447631933,410.56522639851727,690.9768416887508,1
76,Brandon Payne,263941,368.968643690211,310.3946633203886,40.33599943171318,122.46846125342826,137.70978067724937,237.7403524664007,295.9023159227391,22.357563472207076,211.80971505089414,104.43641555627255,57.74027621456526,255.62275247860543,1
77,Larry Jackson,358812,624.2321944643528,616.4971248706445,196.40854350842196,389.63716848158396,538.0813006133208,461.42244676643503,585.7620032811465,271.28358723573695,544.3714775787565,402.06967088939444,410.5871452100842,498.07550134106805,1
78,Nancy Melton,249303,565.4659026522972,592.3583658599463,245.64237021123358,298.07253849561215,511.2316161550786,467.4532386330097,482.2624755087391,322.7982296602672,495.3285829409926,390.9416815904115,324.45844559780454,533.1714109930026,1
79,Kelly Martin,407362,284.795943192786,242.56788344573113,91.14621572334887,126.12826138289127,185.435029803491,179.6067727375167,251.68338302509326,61.247894112782696,243.86629008500063,136.75828487343742,112.92538892005358,247.80250168132923,1
80,Mariah Faulkner,405479,551.6981955825463,654.0640321185442,328.3331384392449,374.0433803053783,464.6165943613411,485.80105893913554,472.11090646155105,218.0948097835784,483.629285380995,339.61517913726743,456.8637050705887,516.2968176211031,1
81,Logan Reyes,371084,328.93510023899347,304.21669637364033,84.27265458979556,139.4844824121786,182.08213467648991,240.38986932493998,249.34851044963938,34.33425432728052,258.8422427478049,96.72099461849136,138.3862474743408,275.92131214293147,1
82,Scott King,229655,688.8383844940827,514.8548165003208,289.6692515852338,349.59330755622824,496.62244933030024,407.4679721186187,577.4570930539562,192.52516479306925,474.83034978296547,378.9473291689785,500.3148779463446,699.7484806644626,1
83,Michael Mcconnell,435683,294.4583612547322,271.28639624368304,65.31683741514831,170.586282572183,195.9523617282879,220.4628469847928,243.78086297968142,42.71161315245662,166.11091284720266,87.59675273520129,134.1801645027446,282.055791049689,1
84,Krista Johnson,248886,299.8752706766558,301.41439957641404,53.567279744121976,135.3835576331095,200.38179183033452,171.27576567431598,256.5742144280275,70.53892887316326,205.87531972780891,101.74083594327573,98.5136987398677,245.8152227582471,1
85,Michelle Diaz DDS,267945,795.1449665131847,771.0718120845538,305.27350422242074,614.0290447461905,419.3057341504817,658.1528024717489,804.0385173381102,373.6508611367422,635.3377899135975,389.92760218917385,360.30110879574977,710.1157184640244,1
86,Katrina Cruz,434896,267.5870075197279,303.67458968497135,13.931536464134954,177.45759422063227,102.44551367785294,215.19495158008283,245.44480219300155,114.60928456169017,265.0055811545633,156.71276814317395,114.15648407735205,256.3540308932794,1
87,Kristy Higgins,335194,602.2597129118687,608.3177567744934,243.86575753965178,432.3245831658968,340.93301524172733,383.68143250498025,531.310262045167,228.1959393184615,450.5917892935435,308.45494517065856,376.00739436881156,728.0609357583046,1
88,Sally Nguyen,261816,579.5106799448658,503.89946921758315,264.77238562162233,471.5777490016718,594.3653169650547,427.2080003148005,548.2685626196273,279.3805364855619,383.845761496593,407.8740991609985,170.71315665794145,602.0793081282922,1
89,Diane Walsh,349394,683.4373213015701,661.6986049190381,221.54749832053136,485.8361795907528,489.8106372370729,593.1084063024946,668.1039413393991,347.47217588616627,631.52743914094,310.94969172194453,330.66800398380155,603.8761387765574,1
90,Mary Sherman,431404,334.46610161323383,245.85714670550726,40.89446581429847,141.72853053803442,160.7096718861834,218.6976338132477,236.08886095198014,66.66919020081045,217.8968512308671,70.59761439277375,137.95769195683022,256.4790493718006,1
91,Charles Anderson,329727,325.15973006009193,254.22145370680812,58.52883035059261,95.67238453464017,170.17399519191906,204.41717949642285,239.29610306731306,78.08840975285659,192.40535783423474,92.38023861056445,121.76186308819092,226.34246507181058,1
92,Jennifer Owen,252777,684.6575679955868,489.5764890865863,128.23501487067273,355.36569417570195,376.4421495077004,392.2538862028883,467.85134518856734,309.6572585850496,430.36559681974495,293.95936346127064,321.66776808441074,578.1451982458742,1
93,Leslie Thomas,294754,505.02384801971266,544.6389852685247,236.91104670867998,317.9976569002475,453.4105846335683,390.9092706423168,522.5777508355192,353.7488029160066,582.6045548857008,348.09554585513814,366.6622251721647,483.40655286908094,0
94,Kelly Crawford,246795,521.8024200042421,650.8810426728003,223.62392755992167,240.05288027938653,292.4460925954694,407.1463380228054,587.1586074379725,217.59323276560852,440.87754432600724,233.5968631949804,313.96726976571165,560.498924211716,1
95,Christopher Clark,335309,514.7095233295304,669.6747977471191,283.3394899964369,428.3832823712852,407.5546480580477,514.1565942356023,512.751096649602,208.20889588649734,593.7006293518973,313.46875094045606,413.87469460378475,515.9131793545183,1
96,Jeremy Thomas,224193,329.79960968037324,256.4901359253846,10.896768878643144,127.86880968371185,150.40338740993386,202.3256972682989,219.40865067432614,74.06977134859127,229.1460907059027,78.64167283917045,73.68840615824703,248.0227522045335,1
97,Meagan Chambers,332827,636.216416326693,556.9491758138863,264.54772804426784,496.85323586038845,521.065873862887,403.88246721258656,551.435326104621,387.1398968956488,556.1963858454625,381.1122780591614,552.7690319130776,705.2645328808408,1
98,Robin Macias,460922,521.1841858380913,503.1644705699621,115.12474903240926,162.56658997814122,277.9522732112032,345.86667240443137,432.6806216103908,180.17778066299732,432.2433157987044,240.1530812024638,285.67534858030655,464.867617726649,1
99,Steven Weiss,295460,709.7265761812785,671.1180548353955,360.7847383837002,422.4368348247162,325.87568522084473,589.4770408427275,571.8152009878039,371.822233622052,576.7013062592458,329.74002338508734,354.67365321297274,577.8292075266312,1
100,John Hammond,306712,730.6751115152888,681.780653927537,273.69642143457014,428.64480488933975,606.4018868323419,445.6251988028814,568.8243875499843,412.32963166524246,536.6421753488739,351.0316605245584,372.4222307246115,576.7638111091093,0
101,Mr. James Baxter,265021,366.04003826978845,291.40381756099805,52.34120057410488,185.15044320003346,188.40907976881374,161.80143610890659,275.4074969754614,63.91144741544298,247.1335019283008,118.38263683181809,100.09423110871047,252.63046755782705,1
102,Megan Scott,453662,711.6441584858442,668.1622696150328,273.42226004284316,443.68355582460623,383.53552195389716,450.2953030125078,569.0070322089537,313.4808182857623,557.170047426148,382.0378769273918,411.39683592041956,599.4050024295613,1
103,Tony Weiss,413854,585.0811826261393,558.6814834872083,239.73663145480353,249.98908759535536,460.55017594345543,459.79870944592057,466.5330737116264,256.22696729221536,524.1106838589842,276.7676756404088,338.1842332723389,512.492670969968,1
104,Luke Haynes,252385,282.8899685373463,286.92509398744414,38.242878855202164,151.8026602820255,148.14088786539452,238.0349190382765,267.9160243866795,99.72779747326906,246.69494726090272,95.60228033110104,146.4455856817625,275.34214852416835,1
105,Lindsey Martinez,461970,546.6067109032141,418.66163491094693,186.74007745623877,341.06211985956935,381.3006350419611,253.2823228372161,535.3819668167657,84.75981641551117,352.21797820027444,320.5887923056196,205.97708888981754,463.83241162019317,1
106,Bonnie Alexander,444509,642.9319138422918,706.3002439134905,396.01386033836576,515.605335533249,475.6635020022052,537.9455541007248,610.8839386498611,408.25581631067035,478.43416915364094,490.1758199947358,455.22147274241155,751.4119248543814,1
107,Melody Simmons,254822,458.1202730253046,478.3088694122325,194.8929709875594,265.29014740248505,289.06553069612994,437.9991685102058,506.363126246237,173.22484877579848,346.929730081844,219.8600468661467,187.07330680780987,387.9665439463218,1
108,Charlene Collins,352127,840.8519771478869,675.0231451860079,364.090147006952,618.8927912333094,454.79641909024764,457.85552087297015,685.2587576632743,422.7415944308264,785.5966140063322,370.8793811007562,415.10791779271796,852.1454126895271,0
109,Edward Rodriguez,364763,325.87647816086167,263.50586014225195,74.43140206136067,161.18219301903326,139.95178058956765,161.0315290629625,285.9167401023331,24.705189509355804,231.1541825388801,102.3711716713881,143.4606713790083,267.5985544377458,1
110,Brian King,217240,271.4825842322815,305.2436996457661,16.24191194513666,136.69554525001536,163.10835847752088,96.77255492308832,223.48952039763242,97.68595417024888,175.78634023330056,49.22143789916318,147.41399078654547,302.14365532477996,1
111,Charles Hicks,351776,689.4704684522046,779.5548776045282,296.6834160447262,419.69685383834405,576.6851437605695,376.57611682977733,468.32936159478663,325.49009521884113,542.5864325466189,225.63902250489537,438.9883657345724,528.6601475913242,1
112,Shannon Cooper,443322,320.38763059410655,273.5224001811433,23.559449932908873,121.07832934801924,139.0647653649305,214.44981019892452,264.8183127282458,51.63213589981789,243.00754041416488,102.56857563826873,115.10909336357876,286.13959234524486,1
113,Joseph Davis,327078,301.17360138087986,252.39761044464646,3.0683080481702163,131.87296486885666,135.09206219125164,152.470473849575,254.1298619790965,42.167383191478336,211.07589391942577,108.30152367328466,118.1488623296331,279.3561927740097,1
114,Amber Daniels,293541,585.4879828575647,699.7231497724069,308.2284293823235,378.00837854140985,510.36614510373954,584.1530102049645,618.4236209163267,388.7821879432744,432.0269417200851,296.3417454317122,463.51005283575915,638.2296710718956,1
115,Steven Castillo,213817,733.219016528017,849.0455968506935,480.1702165295449,484.6829185483049,584.2409238534818,694.2748313566402,579.0537604318449,434.6234610945605,594.0654141045706,428.1986512539174,525.4309787109241,617.3363530379689,1
116,Philip Mullins,279329,305.18413928488593,299.4726656319242,60.61531787257101,116.70599302863026,162.41172329629777,145.92484393608174,185.73988347050644,92.06904274967762,248.63046375634067,103.0175719651768,151.89627226053565,270.8671240459348,1
117,Austin Smith,271829,350.3052718428898,275.3702857037936,31.239210534011534,143.73850019808063,164.7488659149143,230.15120807132735,220.56264714609813,32.967379591622084,204.83033711116693,51.513655563839805,79.22383057436903,222.3672492664909,1
118,Carol Stevens,257867,331.7437677145426,299.4548724641938,47.29042857444612,111.24806166664357,160.76954177925563,203.68235156500174,227.26547821896793,56.56208463959864,237.8818044437552,77.89738211253442,89.79128334038546,284.7430431458518,1
119,Natalie Watson,259435,658.2355857941434,629.0553397404863,141.148327291258,441.11748456392723,303.1169082826477,603.4810404507458,642.7918659003775,346.55477274168356,465.9141778842491,313.56096895820895,335.723494411635,647.6824335515212,1
120,Dylan Jones,321140,294.1935254395943,299.31868966729337,54.23958029975477,160.01005765138868,136.95612389217834,197.75395508496982,178.27743854200574,101.2066243846912,240.40752063327002,162.51763933204177,97.74205445342255,248.95662743316387,1
121,David Gonzalez,221056,352.0546376674703,213.1803189240514,24.166534916759367,111.49561262690116,210.92940922693938,218.71262431037889,230.3387338775745,86.04397476107583,189.3272497953893,57.647413372002504,150.15487324066999,227.46527558246427,1
122,Cole Schroeder,254208,697.3635343101101,652.6560046485683,304.3268701509685,287.9471364336031,441.36399481054264,585.095842338206,606.9592639593964,346.8400931968155,556.4320625983166,315.4410208137092,374.36142257867976,608.9870659673987,1
123,Denise Wiggins,348697,320.3596865286836,263.41423367415405,27.132818838691414,105.05443728068025,151.93512852669255,175.8695921771905,216.17681809245252,57.42110475920585,244.84023989451157,67.06953956112372,107.43552291138639,276.9109653697352,1
124,Maria Hansen,227957,393.3175850409215,218.28513693189285,13.773652377702934,121.98434469751751,126.76809536629037,163.3793865858403,214.5224611714378,57.533723255818884,220.16984522158427,55.86906549353159,188.07801904580745,267.30843751418985,1
